Date,Open,High,Low,Close,Adj Close,Volume
1/1/18,107.389999,117.139999,106.540001,115.300003,115.300003,0
2/1/18,115.139999,116.75,104.599998,112.699997,112.699997,0
3/1/18,112.760002,116.529999,103.75,106.5,106.5,0
4/1/18,106.260002,109.900002,102.769997,107,107,0
5/1/18,106.75,111.730003,103.730003,105.940002,105.940002,0
6/1/18,106.980003,110.800003,103.07,103.889999,103.889999,0
7/1/18,103.510002,110.629997,103.010002,108.940002,108.940002,0
8/1/18,109.370003,111.989998,107.809998,110.169998,110.169998,0
9/1/18,110.160004,111.540001,104.669998,104.870003,104.870003,0
10/1/18,105.260002,108.349998,93.650002,98.889999,98.889999,0
11/1/18,99.349998,102.589996,97.43,101.57,101.57,0
12/1/18,102.57,103.139999,79.849998,85.790001,85.790001,0
1/1/19,84.989998,98.790001,84.559998,96.459999,96.459999,0
2/1/19,96.68,101.209999,95.279999,100.129997,100.129997,0
3/1/19,100.589996,102.129997,90.75,93.580002,93.580002,0
4/1/19,94.099998,103.209999,94.099998,102.239998,102.239998,0
5/1/19,102.199997,103.019997,91.690002,91.830002,91.830002,0
6/1/19,91.699997,98.279999,91.529999,97.989998,97.989998,0
7/1/19,99.040001,103.400002,97.18,102.029999,102.029999,0
8/1/19,101.730003,102.360001,88.940002,93.089996,93.089996,0
9/1/19,92.230003,102.519997,90.660004,100.029999,100.029999,0
10/1/19,100.489998,106.290001,93.510002,103.790001,103.790001,0
11/1/19,104.480003,110.550003,104.470001,109.739998,109.739998,0
12/1/19,110.110001,114.370003,106.660004,113.360001,113.360001,0
1/1/20,113.769997,114.129997,104.300003,104.75,104.75,0
2/1/20,105.459999,110.839996,89.279999,91.620003,91.620003,0
3/1/20,91.550003,96.419998,55.400002,65.449997,65.449997,0
4/1/20,61.490002,78.370003,59.419998,74.370003,74.370003,0
5/1/20,72.160004,79.57,60.360001,74.410004,74.410004,0
6/1/20,74.800003,91.199997,71.790001,74.529999,74.529999,0
7/1/20,74.5,76.720001,69.150002,74.489998,74.489998,0
8/1/20,74.620003,81.989998,73.769997,76.720001,76.720001,0
9/1/20,76.059998,80.720001,68.980003,73.089996,73.089996,0
10/1/20,73.25,81.790001,72.010002,76.93,76.93,0
11/1/20,77.900002,95.099998,76.32,90.339996,90.339996,0
12/1/20,92.220001,98.019997,91.940002,97.910004,97.910004,0
1/1/21,98.220001,111.120003,95.769997,97.779999,97.779999,0
2/1/21,98.470001,121,97.699997,113.400002,113.400002,0
3/1/21,115.779999,126.809998,114.080002,120.139999,120.139999,0
4/1/21,120.029999,129.020004,117.489998,127.25,127.25,0
5/1/21,128.410004,135.009995,125.760002,133.619995,133.619995,0
6/1/21,135.139999,135.649994,118.639999,125.220001,125.220001,0
7/1/21,126.160004,126.580002,116.260002,122.089996,122.089996,0
8/1/21,122.82,131.860001,119.839996,128.399994,128.399994,0
9/1/21,128.389999,135.009995,120.510002,130.449997,130.449997,0
10/1/21,131.080002,143.330002,130.710007,138.639999,138.639999,0
11/1/21,139.699997,142.570007,130.699997,130.960007,130.960007,0
12/1/21,133.470001,135.539993,124.650002,132.220001,132.220001,0
1/1/22,133.740005,148.960007,127.300003,134.979996,134.979996,0
2/1/22,134.839996,146.259995,126.199997,134.160004,134.160004,0
3/1/22,132.899994,133.539993,119.419998,124.139999,124.139999,0
4/1/22,125.239998,125.589996,109.830002,110.059998,110.059998,0
5/1/22,111.080002,117.269997,103.82,116.529999,116.529999,0
6/1/22,116.610001,116.889999,98.470001,101.010002,101.010002,0
7/1/22,100.68,108.75,97.010002,108.449997,108.449997,0
8/1/22,107.639999,116.199997,105.610001,105.800003,105.800003,0
9/1/22,105.489998,112.040001,95.18,95.830002,95.830002,0
10/1/22,96.959999,104.949997,92.730003,104.120003,104.120003,0
11/1/22,105.029999,110.57,100.410004,108.889999,108.889999,0
12/1/22,108.919998,109.339996,96.82,100.849998,100.849998,0
1/1/23,101.650002,112.93,100.730003,112.93,112.93,0
2/1/23,111.82,115.980003,111.379997,113.629997,113.629997,0
